,�..Serial.No,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Theme,Flavor,sub.theme,After Effect,Cooking time,Flavor/Taste,Nutrition,Packaging,Price,Texture,Max,match,Predicted Theme,set,,,
1333,1333,413661,B0026KPDG8,XXX,XXX,0,0,5,1332460800,Great crunchy BBQ chip...,Not quite an ounce...100 calories...great taste and texture...huge fan of BBQ chips but this stands in quite nicely.  Trick will be to stop at one bag. Highly recommend them...as well as Pirates Booty and Vita Tops...trifecta of snacks that go great with my mission to eat healthy.  Now if they could only make a great substitute for peanut M & M's.  Maybe it's better that they don't.,Positive,,,zz,0.095968211,0.097556477,0.193288264,0.270447637,0.098582031,0.13437023,0.178839605,0.270447637,4,Nutrition,,,,
1334,1334,414039,B0026KPDG8,XXX,XXX,1,4,5,1337472000,I love the way these smell,"I love eating these chips. They have a nice nostalgic smell that reminded me of my old grandpa's butt when he walked by. Every time I eat these chips I feel like I am taking a whiff of the old codger's rear, and it brings back memories. Sometimes I just open up a bag and deeply inhale the crotchety old aroma. Scottyboy and I eat these by the dozens, and I requested them so much that ol Scottyboy, who's in charge of snack purchases, bought these in bulk, which makes up for the week he bought ten boxes of edible strawberry underwear for the office.",Positive,,,zz,0.100907807,0.142706866,0.17403008,0.15775561,0.113920636,0.131506343,0.158486258,0.17403008,3,Flavor/Taste,,,,
1335,1335,414417,B0009TMUT6,XXX,XXX,0,0,5,1350172800,Fantastic Product,"I took this stuff on a two week camping trip.  I put it in chilli, made tacos and soups.  This is the best tasting sour cream powder I've ever come across.  Buy this stuff now!  One bag lasted 6 campers for about 3-4 meals used as a condiment.",Positive,,,zz,0.121549822,0.083278891,0.155290636,0.101352695,0.069952289,0.087247342,0.095592243,0.155290636,3,Flavor/Taste,,,,
1336,1336,414795,B005VOOLXM,XXX,XXX,0,1,4,1335398400,"A bit acidic, but great flavor!","This coffee is a great way to start your day! I read a few other reviews that said it was weak.  Perhaps some of that is machine? We use a Keurig and empty each packet into our re-usable filter.  My husband says it's about as strong as his other ""medium/bold"" roasts, but with a better flavor.  I would agree with that - the flavor is better than most coffees, and I can drink it with my regular 2 creams, which I can't do with ""bold"" coffees.  I only knocked off one star because of the price.  I can get 15 of these for ten bucks, or 50 of the Donut Shop Brand for thirty bucks.  If it were a little more comparable, I'd probably be willing to spend a little more for something both my husband and I really enjoy.  As it is, we will stick with a slightly more economical brand and this might be a ""treat"".  :-)",Positive,,,zz,0.322847059,0.105311615,0.246410195,0.191241427,0.163835544,0.15433229,0.146424279,0.322847059,1,After Effect,,,,
1337,1337,415173,B006Y7WEZC,XXX,XXX,0,0,5,1347408000,LOVED,Loved the taste It was just as they said very very YUMMY! I would suggest anyone who loves Chocolate covered cherry's to buy this !,Positive,,,zz,0.04791994,0.024312361,0.124505228,0.080689706,0.044658785,0.086498246,0.083404712,0.124505228,3,Flavor/Taste,,,,
1338,1338,415551,B0048ZDZ9G,XXX,XXX,1,1,5,1345852800,Great Treats for Your Dog!,"My dog absolutely loves these bones!  They come in a variety of flavors and the 16-ounce bag is reasonably priced.  If you like to spoil your pet with healthy treats, I highly recommend Natural Balance products.",Positive,,,zz,0.094039168,0.051546038,0.146873762,0.212550316,0.045425914,0.191129804,0.141602204,0.212550316,4,Nutrition,,,,
1339,1339,415929,B000HZH8NA,XXX,XXX,1,1,5,1167091200,LOVE this coffee.,"I adore this coffee. It's very, very dark, though, so anyone who does not like their coffee extra dark will not like this coffee. I, however, prefer super dark coffee and this is the best I have had at home.",Positive,,,zz,0.266490865,0.11848369,0.15601014,0.095678307,0.081451531,0.091090238,0.079003947,0.266490865,1,After Effect,,,,
1340,1340,416307,B000NNCMG4,XXX,XXX,3,3,5,1222300800,The Best Cinnamon Tea,"This is the best, without a doubt.  Some tea that you get is supposed to be cinnamon and it tastes so very artificial.  This is real cinnamon, and of flavored black teas, it's my number 1.",Positive,,,zz,0.092901245,0.028555065,0.117475318,0.069203669,0.032061521,0.118401147,0.065634112,0.118401147,6,Price,,,,
1341,1341,416685,B000EMD1XW,XXX,XXX,1,5,1,1275696000,Nasty,I almost gagged when I had this flavor. I can't believe so many people actually like it. I had to dump it out.,Negative,,,zz,0.114904878,0.011038114,0.109695197,0.116227328,0.054494685,0.08115703,0.059073554,0.116227328,4,Nutrition,,,,
1342,1342,417063,B0029JXG4W,XXX,XXX,0,0,4,1329782400,Very good for a treat,"Ferroro Rocher are very nice, we get them at the supermarket the odd time for a treat as the price is quite high.",Positive,,,zz,0.079206781,0.058534278,0.093537263,0.076851886,0.051175229,0.15308529,0.050534768,0.15308529,6,Price,,,,
1343,1343,417441,B002OK6E6I,XXX,XXX,0,0,5,1302048000,great peanut replacement,"my son's allergic to peanuts, and I bought this to try.  The taste is different than peanuts, and it took a little bit for me to get used to at first, but now it's great.  The texture is more like a natural peanut butter, where the oil separates if you let it sit for a while.  Putting it in the refrigerator helps a lot.",Positive,,,zz,0.078379371,0.053625068,0.153177682,0.184150694,0.077270813,0.059012281,0.228890478,0.228890478,7,Texture,,,,
1344,1344,417819,B009RB4GO4,XXX,XXX,0,0,5,1328659200,Very good,Very good when prepared as directed. Not too strong and only ten calories. The price is much more reasonable than other similar items.,Positive,,,zz,0.048442586,0.021475912,0.102375363,0.106715497,0.088308967,0.11420693,0.016057867,0.11420693,6,Price,,,,
1345,1345,418197,B000MXGMIE,XXX,XXX,0,0,5,1322697600,My baby loves prunes!,"We try to buy her Nature's Best Organics but they frequently do not have prunes and Delia demands prunes. Prolly because Earth's Best used a lot of bananas which can stop a baby up. Trying to wean her off...but as long as she wants them, I'll order them for her.",Positive,,,zz,0.109308232,0.153907876,0.141558192,0.129338778,0.112256273,0.097997247,0.155924794,0.155924794,7,Texture,,,,
1346,1346,418575,B0004LZYAG,XXX,XXX,0,0,5,1135641600,"This is an excellent peach iced tea mix that taste just like snapple,out of the bottle.","This peach iced tea taste so good and refreshing...If you close your eyes,you might think you are drinking a bottle diet peach snapple...Its that good 5 star recommended.thank you stewart L.",Positive,,,zz,0.064629995,0.033789674,0.144899072,0.111152242,0.063305328,0.081049816,0.026810276,0.144899072,3,Flavor/Taste,,,,
1347,1347,418953,B0002DH5MG,XXX,XXX,2,2,2,1247443200,Didn't work,My dog showed no interest in this pee post despite following all the suggestions on the package. I wish I could get my money back!,Negative,,,zz,0.075225934,0.012828856,0.057986795,0.069324947,0.089881947,0.082294157,0.033659869,0.089881947,5,Packaging,,,,
1348,1348,419331,B0002DGRQ6,XXX,XXX,0,0,5,1343001600,Freeze Dried Beef Liver,I have been giving the Stewart's Pro-Treat Freeze Dried Beef Liver to my maltipoo named Elvis Lee for many years now along with his daily meals.  It is all PURE Freeze Dried Beef Liver which provides him with protein since he is a very active boy who likes to go for long walks and play ball!  Elvis Lee is very particular about what he likes and this Freeze Dried Liver is on his list of FAVORITES!!,Positive,,,zz,0.04170664,0.029683822,0.065809289,0.057485647,0.037641498,0.079719148,0.033872741,0.079719148,6,Price,,,,
1349,1349,419709,B0029ZAOW8,XXX,XXX,7,15,1,1279238400,"Don't bother with this if you are an athlete, vegan or healthy!","While this product works with many others I know, it doesn't work for me at all. The only reason I cite that stands out for me is I eat healthy, I maintain an active lifestyle and I get enough of rest, so in the mid afternoon when I have the 5 Hour energy drink, I still feel sleepy and I can sleep through it without feeling energetic (I work out in the morning). I'd love to hear comments from others who do have a healthy, active (vagan) lifestyle and still find this energy drink valuable.",Negative,,,zz,0.150186528,0.083371681,0.112973901,0.118729969,0.051655768,0.101854404,0.098142056,0.150186528,1,After Effect,,,,
1350,1350,420087,B000FPM22O,XXX,XXX,1,1,5,1296172800,Excellent snack for baby and toddlers,My son loves to feed himself and prefers salty snacks to sweet ones. These were an instant hit with him as not only are they great tasting but healthy and safe for babies as they melt away in the mouth. My 3 year old also likes to share it with him and takes some to her pre-school. Its convenient on the go and reasonably priced. I recently got some Gerber Graduate coupons and combined it with sales and got some great deals.,Positive,,,zz,0.099044865,0.157144142,0.14804968,0.140059277,0.065536011,0.135025512,0.183508785,0.183508785,7,Texture,,,,
1351,1351,420465,B008JKSJJ2,XXX,XXX,0,0,5,1331164800,"Great deal, delicious snack!","I get these bars delivered to me at my office. They are delicious, easy to eat, fresh, and healthy! I'm definitely a repeat customer!",Positive,,,zz,0.053006354,0.070376289,0.075186341,0.139297832,0.081975964,0.046621614,0.075326689,0.139297832,4,Nutrition,,,,
1352,1352,420843,B0002I0GUY,XXX,XXX,0,0,5,1334793600,"great deal, great product",Our dogs love wellness brand dog food and Amazon has the best pricing I could find.  It's great that the product is delivered to our house and that the pricing is so great we can get different flavors to give our dogs some options.  This food has had an amazing impact from the health of their coats to their willingness to eat the food.  I would highly recommend.,Positive,,,zz,0.221146008,0.12966913,0.192220305,0.268308869,0.166509972,0.296060773,0.163435359,0.296060773,6,Price,,,,
1353,1353,421221,B001F2I9YG,XXX,XXX,0,0,4,1340841600,My dog prefers Racheal Ray's Chicken formula over Purina One,"I was feeding my small dog Purina One , but he prefers Ray's Nutrish Chicken Formula as far as taste goes. He did not like Ray's ""Just 6"" formula as much.",Positive,,,zz,0.089461652,0.015670495,0.069638457,0.092003814,0.035169585,0.082022803,0.057138331,0.092003814,4,Nutrition,,,,
1354,1354,421599,B000EVG8FQ,XXX,XXX,0,0,5,1284681600,Very good Pretzels,My wife who isn't celiac or gluten intolerant LOVES these pretzels... nice crunch and great taste.<br /><br />Because of their crunch I make so many snacks with them that other normal pretzels can't stand up to.<br /><br />Kudos to Glutino on this winner,Positive,,,zz,0.072916708,0.079997873,0.131061646,0.149188731,0.067606003,0.108358225,0.111216889,0.149188731,4,Nutrition,,,,
1355,1355,421977,B000CR41KQ,XXX,XXX,0,0,5,1264809600,Dog loves them,We bought our dog both the turkey flavor and the salmon flavor.  She seems to enjoy the salmon flavor much more but does like the turkey as well.  However (based only on my dog mind you) if you are trying to choose between the two flavors I would recommend the salmon flavor.,Positive,,,zz,0.11518433,0.022076649,0.14558946,0.155454341,0.061684856,0.111206598,0.079352391,0.155454341,4,Nutrition,,,,
1356,1356,422355,B001EQ4HU8,XXX,XXX,0,0,5,1348444800,Good price,"Ever since starting my diet/change of life a couple years ago, I started cutting out sugar drinks, and substitution with Crystal Light.  I dring a gallon a day, and it cuts down on unneccessary calories.  Prices on this is all over the place, but for me, this is the cheapest and the EXACT same as anything you would buy anywhere else.",Positive,,,zz,0.063119902,0.063035982,0.104957928,0.165007757,0.039649214,0.11938221,0.0578841,0.165007757,4,Nutrition,,,,
1357,1357,422733,B001BM4NAE,XXX,XXX,16,16,4,1165622400,you won't miss the salt,"I ordered these chips by accident. I meant to order ""with added salt."" I know, not a healthy choice but hey, I love salt! So, I ended up with a whole case of these unsalted chips. My wife said, hey these aren't salted! She was pleased. She worries about my diet. So, I had some chips. They're delicious! Good crunch. Very fresh corn flavor. Excellent with salsa. Sometimes a guy has to be wrong to do right!",Positive,,,zz,0.065547385,0.060976714,0.193570648,0.171618943,0.124103327,0.118981557,0.124146337,0.193570648,3,Flavor/Taste,,,,
1358,1358,423111,B005IPJTZE,XXX,XXX,2,2,1,1331856000,Artificial sugar,This was bought as a treat for the kids. You won't know it's a toxin until you receive the package and you read the ingredients. Amazon refunded my money and instructed me to dispose of the product.  I haven't found a single k cup that isn't coffee that has natural ingredients. I guess the Keurig is a coffee maker and nothing else.,Negative,,,zz,0.138424547,0.127985691,0.15119585,0.137646636,0.146406133,0.129026158,0.117090132,0.15119585,3,Flavor/Taste,,,,
1359,1359,423489,B005VOONGM,XXX,XXX,0,5,4,1338768000,Stoked to Review this Coffee!!,"I love coffee and just out of curiosity requested to review this product. This product is first class all the way down to the packaging! Not only do you get a carton of coffee pods that taste great, you won't mind displaying this on your counter for all your friends to see either. I liked this coffee so much that I ended up following Marley coffee on facebook and twitter both! Organic and tasty, I suggest you try this coffee!",Positive,,,zz,0.29294371,0.142813621,0.234246114,0.141641071,0.180591299,0.179589324,0.17852919,0.29294371,1,After Effect,,,,
1360,1360,423867,B006XVEPYM,XXX,XXX,0,0,4,1350604800,Acceptible - but not the Best,"Standard purchase this time of year - roasted chestnuts. My husband makes the traditional English chestnut stuffing for Christmas dinner.<br /><br />I tried these trying to do my own private taste testing to see if price and/or packing do make a difference.  These are a half the price of the more expensive ones packed in jars and it is a pretty large bag.  Taste wise they are OK, a little softer than the ones in the jar.  I read the other reviews about them going bad after opening.  I have the remainder of the bag in the refrigerator. Two weeks and  they are ok.  Still smaller portioned bags might be nice.<br /><br />I still say, the best ones are the ones in the jar that Wms. Sonoma sells,  but they sell out FAST.",Positive,,,zz,0.121555149,0.128901279,0.216524362,0.17542966,0.228688072,0.20727588,0.124625058,0.228688072,5,Packaging,,,,
1361,1361,424245,B001D8ROTS,XXX,XXX,1,1,4,1252195200,yummy seasoning,"This seasoning had a great flavor.  I did not follow the package directions.  I had less than a pound of okra, which I sliced up.  I mixed about half of the curry in with some cornmeal, coated the okra and fried it up nice and crispy...I will buy it again.",Positive,,,zz,0.074386225,0.066532134,0.106143262,0.085649687,0.075111185,0.107197366,0.10223392,0.107197366,6,Price,,,,
1362,1362,424623,B002HFPW6I,XXX,XXX,0,0,5,1341360000,Tasty bars,Excellent bar to take the edge of hunger.  Use as afternoon snack or when we travel.  Easy to pack along or just put in your pocket.,Positive,,,zz,0.041681667,0.074725165,0.081130492,0.092859042,0.153008105,0.0357336,0.075487479,0.153008105,5,Packaging,,,,
1363,1363,425001,B0001TNCK0,XXX,XXX,0,0,5,1346025600,very potent product A+,The strength of the Apple Cider in these seems very high. This is a very good product that I will purchase again. Thanks much,Positive,,,zz,0.136370499,0.058187254,0.12517556,0.126707043,0.137465939,0.141443963,0.070275729,0.141443963,6,Price,,,,
1364,1364,425442,B0002E2GQU,XXX,XXX,0,0,5,1232755200,Versatile bean!,"Lavazza roasts won't disappoint. This bean is very flavorful and brews well coarsely-ground for a French press, medium-ground for a drip and finely-ground for espresso. It just works everywhere... very smooth.",Positive,,,zz,0.132493226,0.048935107,0.08603803,0.029339051,0.050057203,0.071405628,0.038862924,0.132493226,1,After Effect,,,,
1365,1365,425820,B0034EDMLI,XXX,XXX,5,7,2,1279584000,"Good Product, Bad Shipping","Good product, but amazon sent it in minimal packaging, and it sat in the sun until I got home, by which it was a mass of melty chocolate.",Negative,,,zz,0.024617975,0.022249288,0.095870793,0.129195269,0.094020084,0.045376352,0.073483383,0.129195269,4,Nutrition,,,,
1366,1366,426198,B002RTW5B4,XXX,XXX,0,0,5,1349481600,"These are Good, Real Good !",Great Snack for inbetween meals. I will buy these for everyday and for trips and hiking and just about anything. These are great. These are now my favorites !,Positive,,,zz,0.065968924,0.106883819,0.125020909,0.135274557,0.071325558,0.099571516,0.130851923,0.135274557,4,Nutrition,,,,
1367,1367,426576,B0018CLWC4,XXX,XXX,3,3,5,1303257600,Healthy food for picky old cats,"My six cats are so picky about their food. Two of my cats have very few teeth, so they eat canned food. I inherited two cats who only wanted kitty treats, and were unhealthy -looking. My other two will eat anything--not necessarily good for them. I went online to find what others said about nutritious cat food , and found a Cat Rescue website that recommended this food as being healthy and free from the bad stuff used as fillers in cat food. I ordered a bag, and was thrilled when all my cats wanted to eat it. I softened up some of the food with chicken broth for the toothless ones. After three months on this food, I have observed the following changes: my 17-year old Siamese who had a greying muzzle and chronically weepy eyes, now has a shiny black muzzle and clear eyes; My two treat-eaters think this is treat-food and have gained weight and have shiny coats; and my two eat-anything guys go for this food first, then race madly through the house, forgetting the bowl that held my ice-cream. The fact that the cat food is a reasonable price and comes right to my door makes this a wonderful deal all around!",Positive,,,zz,0.234475245,0.104794223,0.145841908,0.163431043,0.139664231,0.157543679,0.146452395,0.234475245,1,After Effect,,,,
1368,1368,427017,B000F409GG,XXX,XXX,1,1,5,1318723200,The best,"hands down this is the best Earl Grey tea available. We've tried many, and this is the one. Go with subscribe and save and save a bundle.",Positive,,,zz,0.183446124,0.027880029,0.111073974,0.11225115,0.074167617,0.135721316,0.065046465,0.183446124,1,After Effect,,,,
1369,1369,427395,B001M074O2,XXX,XXX,4,4,5,1323993600,MILKY WAY CANDY by M&M MARS Co.,"There are approximately 18-20 Fun Size Pieces per bag and you get 6 in an order for a total in 6 packages of 108-120 Fun Size Milky Way Candies. Amazon's prices fluctuate ALL the time, so if the listing is too high wait for it to come down and purchase it @ under $12.00 like I did unless it's needed for your use A.S.A.P.. Highly recommended and an absolutely delicious candy bar to satisfy just about anyone's sweet tooth!",Positive,,,zz,0.073381123,0.150975073,0.161212747,0.174313382,0.09298209,0.149215716,0.108460916,0.174313382,4,Nutrition,,,,
1370,1370,427773,B008FHUFAU,XXX,XXX,0,0,5,1214438400,"Best, best, best","This is by far my favorite K cup coffee, and I've tried quite a few.  I like a very bold coffee and this one fits the bill.  Fresh brewed coffee from a pot simply can't compare.",Positive,,,zz,0.321728573,0.123403248,0.208896315,0.079032582,0.100258059,0.107958823,0.124540841,0.321728573,1,After Effect,,,,
1371,1371,428151,B0055E9YVC,XXX,XXX,0,0,3,1343606400,Just OK,"My local pet store carries braided bully stix but they are fairly pricey. When I saw this pack of 6 for $11 and some change, I thought it would be a steal as the price would be about less than half per stick as at the pet store. It takes my little guy a couple days to work through one braided stick so I thought this was an excellent price and last me probably 3-4 weeks.<br /><br />The stix arrived on time and the package was very nice but I disappointed to find that they are not the hard bully stix. They are pretty soft and more like a jerk treat or something. My dog blasted through each of them in a matter of seconds. So unfortunately this was a waste of money for me as they were not at all what I expected.<br /><br />I can't actually complain about the product but just be aware that these are more like treats and if you're looking for something to keep your dog busy for a while, this is not the right treat.",Positive,,,zz,0.175640771,0.103761703,0.203865502,0.208433887,0.167163806,0.262867908,0.153848604,0.262867908,6,Price,,,,
1372,1372,428529,B002R8J7YS,XXX,XXX,0,0,5,1278547200,Dog Loves Treats,Dog loves them - lots come in the pouch.  They are smaller than I thought they would be - I was hoping I could stuff a kong with them - but they just fall right out - but they are great small treats for training etc.  They smell amazing too - almost as good as human pumpkin cookies!,Positive,,,zz,0.095454052,0.09632351,0.122600691,0.17039047,0.091693264,0.14055519,0.135153142,0.17039047,4,Nutrition,,,,
1373,1373,428907,B002CJUEHQ,XXX,XXX,7,8,1,1292025600,"Korean Pine Nuts, NOT Italian Stone Pine Type","These are not the same as the Italian pine nuts, nor do they taste the same. You can tell the difference by the shape- the 'real' pine nuts are elongated, while the Korean stone pine nuts have a wider base. These taste oddly metallic, and are packaged in China, which gives one doubts about the quality and safety of the product. While these may be much cheaper, they are not worth it. Look for pine nuts from Italy, Turkey or the US and be sure they come from the correct tree species!",Negative,,,zz,0.060221013,0.025336163,0.112659613,0.122629593,0.072948901,0.050087307,0.067344642,0.122629593,4,Nutrition,,,,
1374,1374,429285,B003MWBFMK,XXX,XXX,0,0,5,1321660800,vomiting cats?,"We have several cats, one of which has had a vomiting problem for many years.  We tried many cats food.  Science diet sensitive is one of the foods that works.  There are 2 otherss.  1 is Purina 1 Sensitive which is also great.  the other is a Royal Canin Oral Sensitive.  I think the Science Diet and the Purina 1 are the best.  We also give the cat Prednisolone under a Vet prescription, as the vet said it was inflamatory bowel disease.",Positive,,,zz,0.206579582,0.075436016,0.073538876,0.083672982,0.049320708,0.101260985,0.07649435,0.206579582,1,After Effect,,,,
1375,1375,429663,B002EITVVA,XXX,XXX,0,0,5,1281916800,Best Popcorn Oil,I've tried many different types of oils and this one is the best. You will not be disappointed...,Positive,,,zz,0.194504193,0.032979853,0.126574348,0.09574196,0.107983834,0.061924519,0.098528864,0.194504193,1,After Effect,,,,
1376,1376,430041,B002FC6JZG,XXX,XXX,1,1,5,1345334400,Great Quality,"My friend has gotten cheaper bags that tear when you try to separate them from each other, no matter how carefully you tear them apart.  These bags do not have that problem.  You tear one off, put it in your household bin, then take it out to the garden when full.  I don't knot mine, just leave them open to let composting begin quickly.  The bag itself takes a little longer than the food products to decay, but for the ease of use I'm OK with that.",Positive,,,zz,0.105055335,0.116348457,0.12706947,0.106588745,0.100462276,0.072949051,0.100007274,0.12706947,3,Flavor/Taste,,,,
1377,1377,430419,B005K4Q1T0,XXX,XXX,0,1,5,1329955200,"Grove square hot cocoa cups, Dark, single serve cup","We use our Keurig every day.  When a friend gave us a sample we went crazy, it is the best hot chocolate ever.  I highly recommend this, it is a treat in the evening to take the place of dessert.",Positive,,,zz,0.073337833,0.077958955,0.156451145,0.141434216,0.073294963,0.11407159,0.072519156,0.156451145,3,Flavor/Taste,,,,
1378,1378,430797,B006Q7YG2O,XXX,XXX,0,0,5,1348358400,My dogs love it,"I have two dogs at home, and my sister has another. One of my Pomeranians is extremely picky which makes it difficult to purchase treats or even foods that he isn't already familiar with, because it's more likely than not that he will reject whatever I get him. Imagine my surprise when my dog loved this treat! He always runs to the kitchen when he senses I'm getting a treat for him, and he actually jumps up and down when he sees that I have these.<br /><br />My other dog is sixteen and has no teeth, so unfortunately these are too hard for him, but I try to break of very small pieces for him so he's able to get a taste. My sister's dog will eat everything so no surprise that he likes these too.<br /><br />They're a little pricey but I think that given how much the dogs love these, and the fact that I have small dogs so these can last for a little while, makes them a worthwhile purchase when I'm out.",Positive,,,zz,0.179670708,0.108453164,0.184900487,0.243242169,0.152661748,0.220562209,0.157934119,0.243242169,4,Nutrition,,,,
1379,1379,431175,B001M050CA,XXX,XXX,0,0,5,1324512000,So rich and tasty!,This is one good way to treat yourself for cold winter weather. It is absolutely yummy and so rich! Only 80 calories and 25 fat per envelope too. I wouldn't forget to pick up another box next time for sure cause I'm almost running out of it! :^),Positive,,,zz,0.067284064,0.122607043,0.118809852,0.111890283,0.081170382,0.1271746,0.086619637,0.1271746,6,Price,,,,
1380,1380,431553,B000FDN78Y,XXX,XXX,0,0,5,1243296000,Delicious,The exact amount of bite that does not detract from the taste of the sardines.,Positive,,,zz,0.013216955,0.03509231,0.038644979,0.034772748,0.023300495,0.027987807,0.041701764,0.041701764,7,Texture,,,,
1381,1381,431931,B0048WJGC4,XXX,XXX,0,0,3,1333929600,All The Flavor I Remembered,"The Banana Split Taffy candy was delicious and full of that old time banana flavor. It was very sticky though. It hand started to melt. I had to put it in the refrigerator to get cold, before I could get it out of the paper without being a gooey mess. I guess you shouldn't order taffy though the mail when it is hot outside.",Positive,,,zz,0.051423631,0.062534735,0.106562383,0.088450979,0.049479076,0.053902267,0.142339059,0.142339059,7,Texture,,,,
1382,1382,432309,B003UIFA6S,XXX,XXX,0,0,5,1327536000,Great Low Calorie High Fiber Product,The Pros:<br />1. GREAT Taste (my husband can't tell the difference between this and regular pasta)<br />2. Very high in fiber<br />3. Low in calories<br />4. More filling than ordinary pasta<br /><br />The Cons:<br />1. Takes longer to cook than regular pasta<br />2. Slightly different texture than regular pasta<br /><br />The extra cook time is more than worth it for me. This item is very low calorie and it tastes as good as regular pasta (to us at least). It makes pasta a food which can be a regular part of our rotation. It takes far less of this pasta to fill us up than it did with regular pasta.,Positive,,,zz,0.048000648,0.117080382,0.13948188,0.197183159,0.079114846,0.100512244,0.170639524,0.197183159,4,Nutrition,,,,
1383,1383,432687,B003MWBFXY,XXX,XXX,4,6,3,1329177600,Too large for cats,"This food may be good for my cats, but two of my ragdolls, and these are large cats, will not eat the chunks because they are so large.",Positive,,,zz,0.138969531,0.057605712,0.048886013,0.067008255,0.034208201,0.073059725,0.050699617,0.138969531,1,After Effect,,,,
1384,1384,433065,B000SATIE6,XXX,XXX,1,2,5,1237680000,Good stuff,"Never had any Rooibos before but if this is how it tastes, I will be having it again. I drink this stuff by the buckets ha. Its pretty good.",Positive,,,zz,0.109639258,0.092922008,0.172804141,0.166618663,0.065032092,0.073966911,0.106115652,0.172804141,3,Flavor/Taste,,,,
1385,1385,433443,B001E6IUJM,XXX,XXX,6,7,1,1200096000,Not a smart start,Just check out what is in this stuff. Why can't these corporate types get it right. Americans want healthy foods. Why is it so hard to get rid of high fructose corn syrup. Why? Well until they get it right I will go the companies that do.,Negative,,,zz,0.089190712,0.057522745,0.115062791,0.119074612,0.115350949,0.102828639,0.105301408,0.119074612,4,Nutrition,,,,
1386,1386,433821,B0025UA5OO,XXX,XXX,1,1,5,1315353600,Very good but higher here than at Duncan Hines' 3rd party seller,"This was a very good cake - made 4 of them - wouldn't know it was a box cake.  Little disappointed to find it for $1 less at Duncan Hines' web site<br />but the 3rd party seller was in New York & we're in Southern Calif. and needed it in a hurry.  The seller was extremely helpful and communicative<br />and assured me it would meet my deadline date, which they did.<br /><br />Don't know why you can't find these products in the store - but thank goodness for amazon.com - they always come up with just what I'm looking<br />for.",Positive,,,zz,0.108050825,0.129387079,0.201282349,0.177066796,0.195429018,0.165449321,0.12610688,0.201282349,3,Flavor/Taste,,,,
1387,1387,434199,B003Z6ZGZU,XXX,XXX,0,0,5,1319068800,Pumpkin Spice K-Cups,Quick delivery.  Yummy coffee.  Wish Green Mountain would keep this out all year long instead of it being a seasonal coffee.  Thanks.,Positive,,,zz,0.208741907,0.103731558,0.124007837,0.040990685,0.12007768,0.091612617,0.065249718,0.208741907,1,After Effect,,,,
1388,1388,434577,B0049W9AUG,XXX,XXX,1,1,4,1330214400,Have a spot of tea !,"I seem to have entered my green tea ""wave"".<br />After years of only black tea, then white, oolong and green tea, I have discovered the loose fruit flavored green tea mixes sold by Teavana, which are delightful. Teavana makes tea drinking a pleasure with all the available accoutrements and utensils.<br /><br />This green tea mix is flavored with apple pieces, hibiscus flowers, rosehip peels, blackberries, and blackberry flavoring, raspberries, plum pieces, cactus blossoms and spearmint and is called Blackberry Mojito.<br /><br />Fruitmixes are nothing new in the tea world, but Teavana's product is most fresh in the vacuum sealed pouches and has a wonderfully delicious fruity fragrance. However as an infusion, I found its slight astringent tartness somewhat objectionable, which most likely stems from the rosehips peel. Perhaps other people prefer this. If compared to the Lipton fruit flavored green and white tea bags, which are available now, and look like little pyramids, I have to say that I do prefer their taste, but as a potpourri Blackberry Mojito is the winner.",Positive,,,zz,0.159631834,0.082187017,0.231189899,0.153597197,0.09801674,0.162221657,0.09409699,0.231189899,3,Flavor/Taste,,,,
1389,1389,434955,B000FYXBHU,XXX,XXX,1,1,5,1311120000,Jerky love,I think this product is a great deal for the price. It is tender & the flavor is awesome. I'll buy it again & again.,Positive,,,zz,0.052750212,0.062905452,0.115628056,0.113621814,0.101124299,0.212727669,0.098767346,0.212727669,6,Price,,,,
1390,1390,435396,B0029JXHD2,XXX,XXX,0,1,5,1270425600,Best icing made!,"This is the best icing ever.  My family loves it, especially my children.  It would not be a birthday without this icing on their cake.  So good!",Positive,,,zz,0.048631684,0.063710385,0.090695717,0.078832896,0.051086303,0.064035516,0.05756671,0.090695717,3,Flavor/Taste,,,,
1391,1391,435774,B004YGQPCI,XXX,XXX,0,0,4,1326153600,"Keep in your car, purse or bag for quick energy boost!","I was really not sure what to expect when trying the `Ambrosoli-Honees Energy Plus Vitamin Caramel', but I must say, I liked them!  I was pretty hungry the other day on a car trip, with no place to stop and get food at the moment, so I popped one of these in to enjoy: it definitely had an effect!  After a few minutes, I felt better, as a bit of energy hit (probably from the sugar) - I wouldn't call this a `healthy' item just because it claims to have vitamins, but great for on-the-go use!  I'm not certain about the effectiveness of the vitamins, but as something to have in your car, purse or bag as a back-up, would definitely recommend!",Positive,,,zz,0.160774012,0.098675757,0.156026059,0.159870876,0.083774192,0.087759417,0.110853351,0.160774012,1,After Effect,,,,
